"n","p","q","tau","B","scale3","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5","logliks"
100,0.215,0.825,280.794074557486,500,340.1141,1.18180971077173,1.535512752282,0.971512340585397,1.11835266135635,1.14371229725898,779.953737249947,745.411040691071,329.534391981011,1198.21860509664,1412.60198976091,0.865867006732852,1.01617149141055,0.735291033357749,0.576760705876254,0.563463881503644,2.06515191910338,2.78680704478525,1.25869956614774,1.96267739569531,4.1021575536199,441.251825637445,430.545851851578,240.36301167541,562.171870861927,521.469820455898,2363.21619208828,2587.32983896472,555.772741684433,27472.4337285503,8788.14929209869,-572.101492420738
100,0.215,0.825,280.794074557486,500,340.1141,1.51111641468129,1.19308898405033,1.32453881058969,1.37434461158706,1.11257504360256,630.389130467544,875.942841060407,325.786442727514,761.226283375073,2091.76509698379,0.594282482857051,0.825689320930913,0.918430479710032,0.871328415174818,0.525668893415957,3.14646779620998,1.89416274874543,1.80196057455826,32.1059368322402,3.19804336870209,360.068866309049,488.418841535513,253.687002940169,299.539379696788,494.810019567883,5545.43486743328,5699.6842997983,524.59443646727,3082.44030587749,178701.921553744,-591.140597852525
100,0.215,0.825,280.794074557486,500,340.1141,1.35090402935888,1.08872470439396,1.2126697889888,0.709050707824025,1.71570639758169,756.241403214184,1058.42666656881,283.584261248823,3997.14709703173,578.460240223328,0.874520243804933,0.678699672340438,0.909452854881423,0.410630994146014,0.873276494849704,3.08075803200104,2.3778779357718,1.59278272990758,2.22898765825093,3.67586603126678,423.608256964008,473.126975545278,220.806523654948,628.427856954352,344.985736740446,5940.06813503352,8334.84608897834,398.31103169696,99834.1422875097,2454.68761753694,-594.601118781022
100,0.215,0.825,280.794074557486,500,340.1141,1.02110672551952,2.39725010489246,0.997811022642751,0.787653711131133,0.999536176355114,1528.10111820192,468.555055486303,289.13538339018,8230.75577401079,859.339542984461,0.518520547285143,0.951049019866269,0.769794007240642,0.341469477766222,0.770552596289912,2.202950135163,6.09179462669625,1.33403109175106,2.8267213595582,1.43593496845367,530.346263179037,327.533284910869,213.969814353078,686.827662430816,468.204425454677,23879.9430269549,3024.94092004732,435.914205943191,631028.725218646,3298.04132218854,-584.421339404307
100,0.215,0.825,280.794074557486,500,340.1141,1.37032100179677,4.04422759407056,1.31374629634261,1.3195105588489,1.09927219691588,721.806701142979,2006.77476507723,290.347238100559,501.446452195193,971.102087149712,0.632403040265833,2.53953024803793,0.944962267490192,0.670686516644811,0.742634882189768,2.55024606698991,5.62679471517761,1.83277333907967,1.97083943823243,1.80875479953838,376.060043286627,288.305268693055,226.771653810491,325.810351879469,473.723149277482,7454.73963605798,2674.89194099309,416.554102635611,1955.76532758988,3420.58076522538,-603.093433182121
100,0.215,0.825,280.794074557486,500,340.1141,1.22204922380057,1.31804271233993,1.06559678747147,1.00913429823457,2.66546539074891,852.930018282092,924.950341405386,431.271758506577,886.6049135436,476.805991033534,0.74158307164161,0.830873664763542,0.828455817251472,0.661920934796176,1.54628455850269,2.0766850662907,5.557727606744,1.41086531180266,1.74570226575186,5.24567977509179,457.824999628992,352.569880720126,299.765824634169,453.811588413362,338.904249733011,5316.2707768021,4355.01873755308,786.528005231314,6155.53551224571,1311.05117994171,-574.263174416173
100,0.215,0.825,280.794074557486,500,340.1141,1.92201244567716,3.10349527931598,1.10840034274235,0.9034637688928,1.43907790477029,592.191934008637,438.617794891455,413.612270625202,711.839541610973,799.471482271519,1.04195692519459,1.63783872716536,0.906700154758525,0.729088616557798,1.02402131214406,5.66826135794324,11.0172454143277,1.45973822764766,1.15550010286414,3.26019779882982,351.417465150441,324.827567224678,284.301435930329,407.376492536005,401.420335739986,2202.63348930746,1484.2211179452,646.596694539395,1818.71677117441,2607.83985717594,-581.492532920735
100,0.215,0.825,280.794074557486,500,340.1141,1.27671727191217,1.33650453359269,1.2827374132984,1.53720892018497,0.479575165223795,1105.90552819047,487.504988557874,368.06666940669,509.522422885518,45317.3203040115,0.687833071555517,0.903034040230484,0.890406025322724,0.812327774055298,0.259604001327548,2.26177459312765,2.00464138763752,1.67237826231054,4.72545353048627,2.28104622454957,504.305607097874,331.634237791113,269.601572415169,317.558009222987,1280.5940047854,13618.7352946051,946.279862731075,618.191991502721,2282.65792820818,45325956.9714051,-596.398718598071
100,0.215,0.825,280.794074557486,500,340.1141,1.555567151872,1.69058507669985,1.28097219880133,5.10187169317944,1.16486389848574,752.420928947311,515.323954720712,405.086611408111,2878.74802573138,793.698920252251,0.792009207196692,1.03141249057235,0.965312874755882,5.06900652729962,0.863699150074686,3.21887874924875,3.54506543803364,1.77603255484429,5.11442312866172,1.83691975552934,406.566148282025,348.505357690372,300.104622527992,2870.79305750023,477.060508248229,5075.24524610712,1655.45375659838,688.318314572103,2881.9486446709,3304.39754428817,-556.281094499321
100,0.215,0.825,280.794074557486,500,340.1141,1.44838187561731,1.19802674096468,1.62840646332987,1.40325405484184,0.99907180119788,1357.45888967197,772.665110057064,288.209596741753,849.64583942713,1731.36309576588,0.710916353517257,0.922128208731619,1.2370927997713,0.78734457258216,0.616259687939069,8.12910877164465,1.97218498352981,2.23643033352684,33.6210509476496,2.64230997431077,311.324219088999,468.450591093347,241.750527265395,306.208329320783,626.346392465687,16591.849003583,2658.5898345001,376.516109600115,5048.76238192501,34975.5160833912,-585.57956266901
